Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,sentiment,clean_text,topic
436431,B001EQ5EWI,A3MFU0GVZUVH3K,"Betty L. Dravis ""BETTY DRAVIS, author/reviewer""",16,20,5,1211068800,"Not only saves $$$ ... It's tasty, terrific, healthy and easy!","We're suffering a heat wave, and it was a sweltering 103 degrees here yesterday. Since my air conditioner went out and the repairman couldn't come until Monday, my daughter Allie decided to get me out of the heat ... a drive to see some friends, followed by a nice dinner in a cool, relaxing restaurant.<br /><br />The ac in her car felt like Heaven, so after I got comfortable, I reached for my water bottle.  When I did, Allie handed me this tiny packet (resembled an elongated version of those packets of salt in fast-food places), instructing me to pour it into my water. She knew I liked Crystal Light lemonade, so thought I would like this too. My bottle held 16.9 ounces of water and since I had already drunk half, it was perfect for eight ounces of this delicious drink. I tapped the powder into the water, swirled the bottle to mix it well, then took a sample sip. I liked it so well, I gulped with gusto.<br /><br />I've always appreciated the health benefits of green tea and the flavor of mangos, so it was a no-brainer that I'd like this tasty beverage. How well my daughter knows me!<br /><br />Allie nodded when I told her I had never seen these tiny packets, since the lemonade had come in small tubs that made an entire pitcher, and she laughed when I raved over the convenience and ease of use, marveling at the genius of the manufacturer.<br /><br />When I came on-line to order this viitamin-enhanced green tea peach mango mixture and the lemonade for the kids, I did some quick math, realizing that when mixed with filtered tap water, the price per eight ounces is thirty-two and one-quarter cents a bottle. I prefer the 16-oz. bottles, so I use two of these packets, which figures to be sixty-four and a-half cents. ... Much cheaper than soda--and decidedly tastier and healthier!<br /><br />I ordered this mixture for myself and lemonade flavor for my grandchildren. Johnny doesn't like water too much, so hogs every bottle of soda that we buy. I plan to give him his own supply to take to school because they fit so easily into his pocket and are so easy to mix on the run.<br /><br />One final tip Allie passed on: Some of her friends simply add a half- or fourth-packet, preferring a milder refreshing.  Sounds good to me!  Thanks, Allie ... not only for treating me to dinner but for introducing me to a healthy new taste treat, one that I can mix on the go!<br /><br />Reviewed by: Betty Dravis, 2008<br />author of: Millennium Babe: The Prophecy",positive,we re suffering a heat wave and it was a sweltering degrees here yesterday since my air conditioner went out and the repairman couldn t come until monday my daughter allie decided to get me out of the heat a drive to see some friends followed by a nice dinner in a cool relaxing restaurant the ac in her car felt like heaven so after i got comfortable i reached for my water bottle when i did allie handed me this tiny packet resembled an elongated version of those packets of salt in fast food places instructing me to pour it into my water she knew i liked crystal light lemonade so thought i would like this too my bottle held ounces of water and since i had already drunk half it was perfect for eight ounces of this delicious drink i tapped the powder into the water swirled the bottle to mix it well then took a sample sip i liked it so well i gulped with gusto i ve always appreciated the health benefits of green tea and the flavor of mangos so it was a no brainer that i d like this tasty beverage how well my daughter knows me allie nodded when i told her i had never seen these tiny packets since the lemonade had come in small tubs that made an entire pitcher and she laughed when i raved over the convenience and ease of use marveling at the genius of the manufacturer when i came on line to order this viitamin enhanced green tea peach mango mixture and the lemonade for the kids i did some quick math realizing that when mixed with filtered tap water the price per eight ounces is thirty two and one quarter cents a bottle i prefer the oz bottles so i use two of these packets which figures to be sixty four and a half cents much cheaper than soda and decidedly tastier and healthier i ordered this mixture for myself and lemonade flavor for my grandchildren johnny doesn t like water too much so hogs every bottle of soda that we buy i plan to give him his own supply to take to school because they fit so easily into his pocket and are so easy to mix on the run one final tip allie passed on some of her friends simply add a half or fourth packet preferring a milder refreshing sounds good to me thanks allie not only for treating me to dinner but for introducing me to a healthy new taste treat one that i can mix on the go reviewed by betty dravis author of millennium babe the prophecy,-1
546127,B0009WSCRW,A2N3CVR8BVL4CU,KaLoCube,3,3,5,1197763200,It's expensive but definitely worth it!,"I really love these marzipan candies. They are great all year, but especially during the holiday season. This product has a fine almond taste  and it is NOT SO SWEET like the usual stuff which only tastes of sugar! Yes, they are expensive and the shipping is even more expensive, but for me they are worth it.",positive,i really love these marzipan candies they are great all year but especially during the holiday season this product has a fine almond taste and it is not so sweet like the usual stuff which only tastes of sugar yes they are expensive and the shipping is even more expensive but for me they are worth it,-1
337993,B003ZNXCIQ,AZ8J06AAWV990,Aisha W,0,0,5,1340928000,My dog loves these!,"My dog loves the flavor and texture of these bones! Since they are dried, they allow that stiff resistance for bigger dogs mouths without the rawhide. Great product.",positive,my dog loves the flavor and texture of these bones since they are dried they allow that stiff resistance for bigger dogs mouths without the rawhide great product,0
237967,B00443W2W8,AVT1Y2EZL1ZMV,JJ,1,1,5,1323993600,A GREAT PRODUCT !!,"We Bought a cotton candy maker for a party, But I forgot to purchase the sugar candy floss when I purchased the machine. I purchased the 5 flavor pack from COTTON CANDY EXPRESS and it saved the day! The kids loved the flavors, not over powering but just right. The adults even had a good time. I must say it will bring out the kid in you. I also want to mention that it goes a long way so you get good servings out of all 5 containers. Buy this, you will be glad you did.",positive,we bought a cotton candy maker for a party but i forgot to purchase the sugar candy floss when i purchased the machine i purchased the flavor pack from cotton candy express and it saved the day the kids loved the flavors not over powering but just right the adults even had a good time i must say it will bring out the kid in you i also want to mention that it goes a long way so you get good servings out of all containers buy this you will be glad you did,11
262507,B0007KLGC4,A1P51R2I1JDI5J,Sleepwalker,3,5,1,1297036800,YUCK.,"Me and my girlfriend were eager to try these out as they had three foods we like:  marshmallow, coconut, and chocolate.<br /><br />These candies somehow were able to disgust us.  They tasted old and the marshmallow inside had the most vile consistency.  To top it off, you could NOT even taste any of the coconut.<br /><br />Now i have a box of these nasty things sitting my drawer, I wouldn't even give these to my least liked friends.  They are that terrible.<br /><br />These were truly a disappointment.  I now know better to blindly trust the judgement of other shoppers of Amazon even when they all say the product is great.<br /><br />Just remember next time you see all the reviews on a product that are claiming its the best candy ever....caveat emptor.",negative,me and my girlfriend were eager to try these out as they had three foods we like marshmallow coconut and chocolate these candies somehow were able to disgust us they tasted old and the marshmallow inside had the most vile consistency to top it off you could not even taste any of the coconut now i have a box of these nasty things sitting my drawer i wouldn t even give these to my least liked friends they are that terrible these were truly a disappointment i now know better to blindly trust the judgement of other shoppers of amazon even when they all say the product is great just remember next time you see all the reviews on a product that are claiming its the best candy ever caveat emptor,11
286716,B0021I5AKE,A21XUSS7STBPPY,"Laurence E. Spaner ""Lee Spaner""",3,4,5,1295222400,The greatest tea in the world.,"Its the right price , but if you love green tea you will pay any price for this tea. The roses in it are amazing and the taste is not to be believed. If you are a person who can take a chance in life on something new, then go for it. It has become one of my favorites only in the evening before bed. I have many teas none like this.<br />Most of my teas are from Rishi, a name you certainly can trust.<br />However, you always want to stay away from Morrocon Mint.LOL",positive,its the right price but if you love green tea you will pay any price for this tea the roses in it are amazing and the taste is not to be believed if you are a person who can take a chance in life on something new then go for it it has become one of my favorites only in the evening before bed i have many teas none like this most of my teas are from rishi a name you certainly can trust however you always want to stay away from morrocon mint lol,2
253532,B002WQ21S4,A2EK1WCNYMAWO8,"Jane Gala ""Walking By Faith Mom""",0,0,4,1317254400,Great Gluten Free Pasta at a great price,"I found this GF pasta at WMart recently, and since it was inexpensive ($2.99) I bought a couple of bags. We had it last night for dinner. I was really suprised! It was firm (almost too aldente) and had a nice flavor. When compared to DeBoles it is no contest; Heartland wins. Tinkyada is what we normally buy, but with the price of Heartland & good taste I think I would choose it over Tinkyada for the pastas that are similar in shape. I only saw the Penne at WM, so Amazon has a better variety.<br /><br />I still will buy Tinkyada GF Pasta for shapes I need that I have not found in Heartland.",positive,i found this gf pasta at wmart recently and since it was inexpensive i bought a couple of bags we had it last night for dinner i was really suprised it was firm almost too aldente and had a nice flavor when compared to deboles it is no contest heartland wins tinkyada is what we normally buy but with the price of heartland good taste i think i would choose it over tinkyada for the pastas that are similar in shape i only saw the penne at wm so amazon has a better variety i still will buy tinkyada gf pasta for shapes i need that i have not found in heartland,14
230236,B00004RYGX,A3FKPWE7YBKPCO,N. Marple,0,0,5,1217030400,Good Movie For Halloween,"This is a good classic movie to put on at Halloween.  It was in Geena DAvis, Alex Baldwin and Micheal Keaton earlier days.  They all did such a good job ... real cute movie",positive,this is a good classic movie to put on at halloween it was in geena davis alex baldwin and micheal keaton earlier days they all did such a good job real cute movie,-1
191997,B000Q5X876,A17YKKA6C49BN,"Ben's Mom ""First Time Mom""",0,0,4,1245628800,My son loves them....,"Great, quick snack for my toddler.  He loves them and I feel ""good"" about giving it to him.",positive,great quick snack for my toddler he loves them and i feel good about giving it to him,6
245255,B0029XDZKI,A1IP1U8MPHTCL8,H. D. Klinkerman,0,0,5,1269648000,Great Treat,What a great find--my favorite coffee flavor with stress-free ordering and shipping.  And a really good price to add to its appeal.  My Keurig and I appreciate this product!,positive,what a great find my favorite coffee flavor with stress free ordering and shipping and a really good price to add to its appeal my keurig and i appreciate this product,1
419127,B001KEWW7E,A1XSU4YEUW5P2H,Purely Golden,0,0,5,1266364800,"6"" Bully Stick","Perfect for the puppy chewing stage. Distracts the nipper, keeps the chewer busy for long periods of time. No mess!",positive,perfect for the puppy chewing stage distracts the nipper keeps the chewer busy for long periods of time no mess,0
479502,B0002I0GVS,A93OVQE7171W0,GSrepo,3,3,2,1297900800,Dog doesn't like it.,"This was the first food I fed my puppy. She's always been skinny and we can leave food out for her to nibble on all day. That is until we switched to a different dog food (Wellness core). As soon she tried her new food she ate the whole bowl! It's only her third day eating the new stuff and she's already visibly gained weight. It's kinda sad to realize that she's just been forcing herself to eat this food.<br /><br />I give it 2 stars because there's nothing wrong with the ingredients that I know of, but make sure your dog is willing to eat this bland food.",negative,this was the first food i fed my puppy she s always been skinny and we can leave food out for her to nibble on all day that is until we switched to a different dog food wellness core as soon she tried her new food she ate the whole bowl it s only her third day eating the new stuff and she s already visibly gained weight it s kinda sad to realize that she s just been forcing herself to eat this food i give it stars because there s nothing wrong with the ingredients that i know of but make sure your dog is willing to eat this bland food,0
335910,B0009XQWDM,A8KKVKZU3LK4Y,Chelsea Fox,1,1,5,1316304000,Canidae Dry Dog Food,"This is a great product. It is very healthy for all of our dogs, and it is the first food that they all love to eat. It helped my older dog lose weight and my 10 year old lab gain the weight he needed to be healthy.",positive,this is a great product it is very healthy for all of our dogs and it is the first food that they all love to eat it helped my older dog lose weight and my year old lab gain the weight he needed to be healthy,0
211160,B00013VHFS,AFUB9A6DKAFTC,"M. CHau ""mad kitty""",0,1,4,1263168000,Fastachi Cranberry Nut Mix,"This is a great mix and very fresh.  I would have given it 5 star, the the 1 less star is because it is very pricey!  I can finish one bag in a couple hours.",positive,this is a great mix and very fresh i would have given it star the the less star is because it is very pricey i can finish one bag in a couple hours,-1
201292,B000GW46DE,A1EUNOH8MS18P5,Office Supplies,0,0,5,1299110400,Great taste!,"I order this for my office and everyone seems to love it. After much taste testing, we chose Jack Links for the great taste, variety, and value.",positive,i order this for my office and everyone seems to love it after much taste testing we chose jack links for the great taste variety and value,17
230198,B00004RYGX,A3IPGCVNG88DSR,"S. Murphy ""Gadget Guru""",0,0,5,1348185600,Just gets better with age!,This is a review for Beetlejuice Blu-Ray.  The video transfer from Warner Bros. is pretty good given the films 25 yr pedigree.  On my disc you must manually select the Dolby TrueHD 5.1 lossless auidio track; it defaults to the Lossy DD 5.1.<br /><br />The Orig. 1.85:1 is slightly stretched to properly fill a 16:9 screen.  Danny Elfman's musical score is showing its age as it is not as crisp as a typical new movie.  Although it is noticebly better than the DVD audio track.<br /><br />It was a must have to fill my ever growing Blu-ray collection!,positive,this is a review for beetlejuice blu ray the video transfer from warner bros is pretty good given the films yr pedigree on my disc you must manually select the dolby truehd lossless auidio track it defaults to the lossy dd the orig is slightly stretched to properly fill a screen danny elfman s musical score is showing its age as it is not as crisp as a typical new movie although it is noticebly better than the dvd audio track it was a must have to fill my ever growing blu ray collection,-1
492723,B000FAABY0,ARKPP0PWZBDYS,abeja,0,0,5,1335052800,The Best and most safe,"My husband has always loved black licorice, but so many brands have artificial flavors. I discovered the Scottie Dogs at TJ Maxx and would buy every bag I could find, but suddenly they stopped carrying them. I was glad to find them through Amazon as we had checked at every candy store. Not only is this a true licorice, it is also soft and not sticky. One time a piece of sticky licorice pulled off a cap. Additionally, the flavor lasts longer than others. My husband sings and depends on Scotties to soothe his throat before a performance.",positive,my husband has always loved black licorice but so many brands have artificial flavors i discovered the scottie dogs at tj maxx and would buy every bag i could find but suddenly they stopped carrying them i was glad to find them through amazon as we had checked at every candy store not only is this a true licorice it is also soft and not sticky one time a piece of sticky licorice pulled off a cap additionally the flavor lasts longer than others my husband sings and depends on scotties to soothe his throat before a performance,-1
124424,B000084388,A1FQAE9EJTCIFK,"S. Daniel ""Ukdeelite""",2,2,5,1182816000,Great toy and teeth flosser for dogs!,Our dog loves this toy and so does our vet. He can't believe how clean our dog's teeth are because of this toy.,positive,our dog loves this toy and so does our vet he can t believe how clean our dog s teeth are because of this toy,0
154599,B002AQ0OL2,A1X7WMTV1E3KEX,mitzi,0,0,2,1328486400,not strong enough,bought this recently and will not purchase again.  for someone who likes strong coffe this did not do it for me.,negative,bought this recently and will not purchase again for someone who likes strong coffe this did not do it for me,1
501544,B009M2LUEW,A1KWFGX17RET5K,Scooterpdx,1,1,5,1252800000,Soda without guilt,"I love this stuff! I don't allow my kids to have soda at home, so they were pleasantly surprised when I brought this home. They love the cola and root beer the best. Great flavors without the all the corn syrup and sugars.",positive,i love this stuff i don t allow my kids to have soda at home so they were pleasantly surprised when i brought this home they love the cola and root beer the best great flavors without the all the corn syrup and sugars,4
237901,B00472A4BM,A2P3BQNIAGDS8V,CTJodi,0,0,5,1349740800,Wonderful pasta,"First, beware that this is ""heavy"" pasta, as it should be.  It has a delicious taste; I shared some bags with friends and they all loved it too and got online and ordered from Amazon.  Highly recommend it, but do understand that it is a traditional heavy pasta.",positive,first beware that this is heavy pasta as it should be it has a delicious taste i shared some bags with friends and they all loved it too and got online and ordered from amazon highly recommend it but do understand that it is a traditional heavy pasta,14
